order_id,product_id,customer_id,price,order_date,shipping_date,order_status
113,1003,3407,120.54,2023-10-17,2023-10-23,Processing
114,1006,2405,215.44,2024-10-02,2024-10-07,Shipped
115,1002,2291,40.35,2024-10-25,2024-10-27,Shipped
116,1014,3886,147.86,2023-11-11,2023-11-16,Completed
117,1008,3930,139.76,2024-04-24,2024-04-30,Cancelled
118,1006,2884,368.59,2024-03-24,2024-03-25,Processing
119,1019,3712,430.96,2023-01-27,2023-01-28,Completed
120,1009,3562,379.35,2024-11-19,2024-11-26,Cancelled
121,1018,2371,498.49,2024-06-15,2024-06-21,Cancelled
122,1003,2962,177.24,2024-10-12,2024-10-19,Processing
123,1007,2675,208.76,2023-11-25,2023-12-01,Cancelled
124,1002,3557,277.3,2023-10-23,2023-10-29,Cancelled
125,1003,3986,387.41,2023-04-01,2023-04-04,Completed
126,1008,2111,97.85,2024-11-04,2024-11-11,Processing
127,1016,3556,30.55,2024-09-29,2024-10-06,Processing
128,1016,3803,350.63,2024-07-16,2024-07-18,Completed
129,1011,3453,83.4,2023-01-30,2023-02-05,Completed
130,1002,3869,61.16,2024-07-19,2024-07-23,Completed
131,1006,3467,149.47,2024-10-25,2024-11-01,Processing
132,1016,2499,231.11,2024-03-01,2024-03-08,Shipped
133,1015,3528,440.27,2024-01-28,2024-01-30,Completed
134,1008,2696,467.45,2023-10-10,2023-10-17,Processing
135,1002,3202,292.06,2023-01-03,2023-01-06,Cancelled
136,1017,2680,278.2,2023-06-02,2023-06-06,Cancelled
137,1005,2489,288.04,2024-04-11,2024-04-14,Shipped
138,1016,3444,457.15,2024-02-25,2024-02-26,Cancelled
139,1019,2311,250.19,2024-01-31,2024-02-06,Completed
140,1017,3781,54.68,2023-05-10,2023-05-15,Cancelled
141,1009,3479,76.36,2023-04-13,2023-04-18,Shipped
142,1018,2693,313.51,2023-03-18,2023-03-22,Cancelled
143,1002,3381,430.37,2024-10-27,2024-10-28,Cancelled
144,1010,2999,436.83,2023-11-21,2023-11-27,Completed
145,1019,3886,147.25,2024-09-24,2024-09-25,Shipped
146,1010,3297,353.43,2023-04-03,2023-04-07,Completed
147,1006,2059,27.77,2024-03-30,2024-04-01,Completed
148,1007,2500,267.93,2023-10-28,2023-10-31,Shipped
149,1002,2783,311.76,2023-06-24,2023-06-26,Shipped
150,1016,3306,130.72,2024-05-24,2024-05-29,Processing
151,1016,3845,147.38,2024-11-13,2024-11-14,Shipped
152,1014,2612,321.27,2023-03-17,2023-03-21,Cancelled
153,1011,2787,427.4,2023-09-14,2023-09-18,Completed
154,1014,2605,496.38,2023-08-31,2023-09-04,Processing
155,1018,2016,285.13,2023-01-23,2023-01-30,Completed
156,1006,3849,146.67,2024-09-12,2024-09-18,Shipped
157,1019,2389,312.34,2024-09-13,2024-09-20,Shipped
158,1019,2080,157.92,2024-10-05,2024-10-06,Cancelled
159,1007,2184,455.27,2023-02-04,2023-02-09,Processing
160,1010,3104,438.85,2024-03-01,2024-03-03,Processing
161,1002,2336,132.2,2024-06-27,2024-07-02,Cancelled
162,1010,2235,236.82,2023-10-30,2023-11-05,Completed
163,1002,3385,363.49,2023-05-25,2023-06-01,Cancelled
164,1008,2028,135.91,2024-07-24,2024-07-27,Completed
165,1019,2536,294.36,2024-04-10,2024-04-13,Processing
166,1009,3268,442.7,2023-04-21,2023-04-27,Processing
167,1019,3687,234.81,2024-09-16,2024-09-18,Processing
168,1009,3937,23.42,2024-10-26,2024-10-30,Cancelled
169,1015,2277,197.38,2023-04-29,2023-04-30,Processing
170,1015,2858,295.73,2024-11-17,2024-11-23,Shipped
171,1016,3260,207.02,2024-02-29,2024-03-06,Processing
172,1016,2910,475.52,2023-02-03,2023-02-09,Processing
173,1006,3320,182.54,2023-04-12,2023-04-18,Cancelled
174,1002,3687,230.09,2023-10-10,2023-10-12,Shipped
175,1009,2103,394.46,2024-10-19,2024-10-25,Shipped
176,1003,3699,383.75,2023-05-09,2023-05-16,Shipped
177,1011,2672,388.31,2024-08-23,2024-08-25,Completed
178,1007,3106,129.07,2023-10-11,2023-10-18,Shipped
179,1007,2030,182.33,2023-04-23,2023-04-29,Shipped
180,1018,2107,67.75,2024-08-25,,Cancelled
181,1016,2918,390.12,2024-06-22,2024-06-23,Completed
182,1014,2088,364.99,2024-04-07,2024-04-12,Processing
183,1009,2980,424.41,2024-04-14,2024-04-20,Cancelled
184,1016,2150,450.14,2023-04-21,2023-04-25,Processing
185,1018,3278,318.37,2024-09-14,2024-09-16,Processing
186,1016,3035,304.69,2024-01-26,2024-01-31,Completed
187,1006,3574,277.91,2023-04-28,2023-05-05,Shipped
188,1008,2694,414.57,2024-03-16,2024-03-20,Cancelled
189,1008,2640,334.23,2024-03-01,2024-03-07,Processing
190,1003,2186,416.73,2023-06-06,2023-06-12,Completed
191,1017,3662,69.41,2024-03-18,2024-03-19,Completed
192,1019,2250,208.35,2024-08-23,2024-08-28,Cancelled
193,1017,2212,291.07,2023-02-22,2023-02-25,Shipped
194,1002,2221,178.31,2023-06-08,2023-06-14,Processing
195,1011,3653,217.41,2023-04-28,2023-05-05,Completed
196,1018,2059,94.31,2024-09-15,2024-09-21,Processing
197,1002,2293,285.33,2023-12-14,,Cancelled
198,1009,2187,374.33,2023-03-13,2023-03-15,Shipped
199,1007,2757,159.26,2024-01-21,2024-01-25,Processing
200,1009,2318,82.92,2024-08-04,2024-08-09,Completed
201,1019,2868,245.4,2024-11-21,2024-11-22,Cancelled
202,1015,2233,175.86,2024-02-29,2024-03-03,Completed
203,1016,3079,335.23,2023-10-18,2023-10-24,Completed
204,1009,2015,106.19,2023-08-14,2023-08-18,Shipped
205,1017,2245,8.83,2023-05-21,2023-05-28,Cancelled
206,1005,2471,252.63,2023-06-29,2023-07-01,Processing
207,1009,2893,14.28,2023-03-15,2023-03-19,Completed
208,1008,3453,321.87,2023-11-17,2023-11-22,Processing
209,1017,2351,401.65,2023-04-28,,Cancelled
210,1003,2498,220.66,2024-01-06,2024-01-07,Cancelled
211,1018,3527,173.06,2024-06-20,2024-06-21,Processing
212,1003,3086,257.43,2023-06-22,2023-06-23,Processing
213,1019,3669,78.11,2023-12-26,2024-01-01,Completed
214,1014,2313,381.31,2023-05-30,2023-06-02,Completed
215,1016,3545,284.05,2023-07-01,2023-07-08,Cancelled
216,1014,2661,432.8,2024-11-28,2024-12-03,Processing
217,1016,3293,154.9,2023-06-04,2023-06-08,Processing
218,1003,2635,233.56,2024-08-28,2024-08-29,Completed
219,1003,3320,432.8,2023-02-28,2023-03-03,Completed
220,1016,3188,279.39,2024-09-21,2024-09-26,Completed
221,1011,2658,304.48,2024-04-05,2024-04-12,Shipped
222,1006,3714,175.0,2023-03-05,2023-03-09,Completed
223,1011,3449,221.69,2024-05-31,2024-06-06,Cancelled
224,1017,2763,459.38,2024-06-20,2024-06-25,Cancelled
225,1014,2107,395.67,2024-02-23,2024-03-01,Processing
226,1019,2791,145.65,2023-03-09,2023-03-12,Shipped
227,1007,3877,178.16,2023-12-08,2023-12-09,Cancelled
228,1003,2634,281.67,2023-05-13,2023-05-18,Processing
229,1005,3403,456.66,2023-05-11,2023-05-17,Completed
230,1017,2037,184.49,2024-10-23,2024-10-29,Shipped
231,1016,2393,117.14,2023-08-08,2023-08-11,Shipped
232,1010,2207,256.31,2023-06-08,2023-06-09,Completed
233,1014,2268,300.64,2024-11-08,2024-11-11,Shipped
234,1010,3279,405.48,2023-06-16,2023-06-18,Shipped
235,1019,3473,122.58,2024-03-24,2024-03-25,Cancelled
236,1010,2919,120.83,2024-09-17,2024-09-20,Shipped
237,1006,3710,101.04,2023-11-13,2023-11-20,Cancelled
238,1008,3029,266.09,2024-04-17,2024-04-24,Shipped
239,1002,2512,30.83,2023-07-24,2023-07-31,Cancelled
240,1005,3732,260.38,2024-01-16,2024-01-21,Completed
241,1018,2920,453.13,2023-10-19,2023-10-20,Shipped
242,1011,3672,228.31,2024-03-23,2024-03-24,Processing
243,1015,2765,121.71,2023-01-28,2023-02-01,Completed
244,1006,2202,420.39,2024-01-19,,Processing
245,1006,3699,238.87,2023-05-30,,Shipped
246,1006,2162,14.41,2024-04-25,2024-04-29,Shipped
247,1014,3080,214.51,2023-06-03,2023-06-08,Processing
248,1011,2859,321.28,2023-09-01,2023-09-04,Cancelled
249,1016,3222,270.35,2023-03-06,2023-03-07,Shipped
250,1014,2722,124.08,2023-05-28,2023-05-31,Cancelled
251,1015,3996,183.5,2023-07-11,2023-07-17,Completed
252,1019,2792,490.61,2024-02-04,2024-02-11,Processing
253,1017,2493,367.81,2023-01-17,2023-01-20,Completed
254,1007,2090,179.39,2024-08-18,2024-08-24,Processing
255,1019,2951,490.51,2024-10-20,2024-10-22,Cancelled
256,1003,3466,389.21,2024-10-08,2024-10-10,Cancelled
257,1010,2408,443.47,2023-02-07,2023-02-10,Processing
258,1002,3112,239.33,2023-11-14,2023-11-19,Completed
259,1002,3599,28.66,2024-10-24,2024-10-26,Processing
260,1008,3821,203.01,2023-10-07,2023-10-08,Cancelled
261,1016,3417,251.27,2024-01-31,2024-02-03,Processing
262,1008,3233,497.57,2023-03-26,2023-04-01,Shipped
263,1003,2671,332.16,2024-07-12,2024-07-15,Processing
264,1007,3412,224.73,2024-04-01,2024-04-06,Cancelled
265,1017,3259,499.08,2023-02-13,2023-02-19,Processing
266,1003,3374,320.57,2024-10-16,2024-10-23,Processing
267,1007,3951,20.41,2024-06-09,2024-06-16,Cancelled
268,1010,3321,186.33,2023-02-05,2023-02-07,Cancelled
269,1019,2921,474.67,2024-08-03,2024-08-04,Processing
270,1007,3084,186.64,2024-03-30,2024-04-06,Processing
271,1003,2053,369.16,2024-10-27,2024-10-30,Cancelled
272,1003,2536,388.61,2024-06-14,2024-06-18,Cancelled
273,1006,3005,104.09,2023-08-08,2023-08-13,Shipped
274,1005,2911,498.64,2023-03-17,2023-03-21,Processing
275,1015,3110,148.73,2024-11-14,2024-11-17,Processing
276,1005,3306,91.18,2023-06-11,2023-06-17,Processing
277,1011,3622,73.74,2024-06-04,2024-06-06,Cancelled
278,1017,2957,402.81,2023-01-27,2023-01-30,Shipped
279,1008,3468,360.84,2024-09-18,2024-09-19,Cancelled
280,1007,3991,161.93,2024-02-24,2024-03-02,Completed
281,1017,2262,439.59,2024-04-05,2024-04-09,Shipped
282,1002,2113,416.54,2023-05-13,2023-05-17,Shipped
283,1006,3452,116.61,2023-11-08,2023-11-10,Processing
284,1015,2562,66.96,2023-03-22,2023-03-25,Processing
285,1019,2345,297.95,2024-09-21,2024-09-26,Shipped
286,1006,3239,172.12,2023-06-25,2023-07-01,Completed
287,1019,3579,290.5,2023-01-30,,Shipped
288,1009,3019,445.05,2024-08-08,2024-08-12,Processing
289,1010,3653,344.07,2024-10-19,2024-10-22,Processing
290,1007,2900,210.73,2024-04-09,2024-04-10,Cancelled
291,1017,3764,360.59,2023-07-28,2023-07-31,Processing
292,1015,3150,57.56,2024-02-13,2024-02-15,Shipped
293,1011,2288,52.92,2024-04-22,2024-04-23,Processing
294,1011,3971,433.33,2024-01-29,2024-02-05,Shipped
295,1011,3562,83.87,2023-12-02,2023-12-07,Cancelled
296,1003,3935,199.65,2024-05-25,2024-05-28,Cancelled
297,1009,2103,144.27,2023-09-04,2023-09-06,Cancelled
298,1003,2882,71.3,2023-10-20,,Processing
299,1009,2820,30.32,2024-01-10,2024-01-17,Shipped
300,1008,3032,227.93,2024-01-07,2024-01-12,Processing
301,1007,3996,52.86,2024-09-30,2024-10-06,Processing
302,1010,2295,103.53,2023-12-14,2023-12-19,Cancelled
303,1007,3461,169.86,2024-05-27,,Cancelled
304,1006,3055,74.19,2024-06-15,2024-06-19,Processing
305,1005,3725,153.12,2023-06-16,2023-06-20,Processing
306,1016,3451,283.65,2024-06-03,2024-06-10,Cancelled
307,1003,2853,293.93,2023-01-18,2023-01-21,Completed
308,1019,3603,486.17,2024-09-03,2024-09-07,Shipped
309,1015,3288,361.99,2023-02-22,2023-02-27,Cancelled
310,1009,3172,474.36,2023-06-01,2023-06-08,Completed
311,1008,2310,209.42,2023-07-15,2023-07-16,Shipped
312,1006,2965,437.04,2024-02-25,2024-03-01,Completed
313,1017,3356,241.79,2023-05-22,2023-05-27,Cancelled
314,1015,2701,275.41,2023-11-18,2023-11-20,Processing
315,1011,2571,281.25,2024-09-16,2024-09-20,Shipped
316,1011,3413,353.97,2023-11-01,2023-11-08,Processing
317,1006,3628,362.22,2024-05-06,2024-05-09,Processing
318,1008,3834,490.18,2023-05-05,2023-05-10,Processing
319,1005,2161,176.45,2023-05-30,,Cancelled
320,1011,2413,414.84,2024-11-02,2024-11-05,Processing
321,1003,3260,371.74,2024-07-29,2024-08-04,Shipped
322,1015,2462,320.78,2023-09-06,2023-09-07,Completed
323,1016,2205,342.19,2023-04-13,2023-04-17,Shipped
324,1007,2833,328.18,2023-01-06,2023-01-11,Cancelled
325,1018,2657,146.28,2024-05-03,2024-05-09,Completed
326,1015,3512,362.94,2023-04-02,2023-04-08,Completed
327,1007,3912,460.22,2023-06-29,2023-07-03,Cancelled
328,1002,3896,148.29,2024-05-22,2024-05-24,Completed
329,1003,3901,491.58,2023-01-10,2023-01-13,Processing
330,1016,3821,469.59,2024-04-10,2024-04-16,Cancelled
331,1017,2332,366.9,2023-10-07,2023-10-09,Processing
332,1010,2604,286.05,2023-07-10,2023-07-11,Shipped
333,1006,2830,414.36,2023-06-29,2023-07-04,Processing
334,1007,2287,241.34,2023-03-30,2023-04-03,Shipped
335,1016,3543,137.16,2023-01-07,2023-01-10,Processing
336,1009,2535,328.57,2023-11-06,2023-11-11,Shipped
337,1018,2327,205.68,2023-03-05,2023-03-11,Processing
338,1018,2752,309.24,2023-05-01,2023-05-07,Shipped
339,1005,3240,189.94,2023-05-17,2023-05-21,Cancelled
340,1011,3560,127.5,2024-07-04,2024-07-11,Completed
341,1017,2159,459.04,2024-06-22,2024-06-26,Completed
342,1015,2414,288.49,2023-03-05,2023-03-12,Shipped
343,1016,2238,341.75,2023-06-18,2023-06-21,Cancelled
344,1009,2928,70.31,2023-04-04,2023-04-09,Cancelled
345,1016,3377,404.42,2024-04-12,2024-04-17,Completed
346,1005,2446,291.26,2024-02-10,2024-02-13,Completed
347,1015,2123,467.62,2024-03-09,2024-03-12,Completed
348,1007,3574,72.04,2024-04-28,2024-04-29,Cancelled
349,1006,3857,191.86,2024-01-19,2024-01-23,Completed
350,1007,3338,430.84,2024-11-30,2024-12-06,Completed
351,1007,3490,489.47,2023-07-02,2023-07-07,Completed
352,1005,3115,214.94,2023-01-24,2023-01-27,Cancelled
353,1007,2564,98.3,2023-08-24,2023-08-26,Completed
354,1014,3568,468.44,2023-02-02,2023-02-09,Completed
355,1014,2068,225.99,2023-09-04,2023-09-06,Completed
356,1016,2479,272.18,2023-09-08,,Completed
357,1011,3670,458.62,2023-05-24,2023-05-29,Processing
358,1002,2656,122.27,2024-08-14,2024-08-19,Shipped
359,1018,2563,35.17,2024-11-07,2024-11-12,Shipped
360,1016,2096,486.28,2024-10-03,2024-10-09,Cancelled
361,1008,2305,153.44,2024-06-21,2024-06-24,Shipped
362,1011,2615,429.48,2024-07-04,2024-07-08,Shipped
363,1008,3141,267.35,2024-04-19,2024-04-20,Cancelled
364,1019,2161,461.5,2023-09-06,2023-09-09,Processing
365,1011,2105,137.89,2023-04-05,2023-04-10,Completed
366,1014,3483,337.37,2023-03-16,2023-03-18,Shipped
367,1017,2620,478.72,2024-05-05,2024-05-07,Completed
368,1003,3529,499.79,2023-08-05,2023-08-07,Cancelled
369,1011,2812,457.99,2023-09-06,2023-09-12,Processing
370,1019,2735,157.67,2023-10-17,2023-10-21,Processing
371,1010,3479,237.4,2024-06-09,2024-06-13,Processing
372,1009,3152,432.72,2023-07-28,2023-07-31,Shipped
373,1014,3186,361.41,2023-01-17,2023-01-20,Processing
374,1008,3166,417.51,2023-06-06,2023-06-08,Cancelled
375,1017,2527,382.86,2024-07-17,2024-07-23,Cancelled
376,1007,3500,398.51,2024-10-19,2024-10-25,Shipped
377,1007,3877,445.24,2023-05-24,2023-05-30,Completed
378,1003,3935,409.91,2024-06-20,2024-06-21,Completed
379,1019,2473,38.64,2023-01-07,2023-01-11,Shipped
380,1017,2123,310.83,2023-01-10,2023-01-12,Cancelled
381,1015,3129,208.61,2024-11-06,,Completed
382,1018,2035,253.6,2024-06-26,2024-07-02,Cancelled
383,1015,2304,124.28,2023-07-03,2023-07-04,Processing
384,1003,2764,479.85,2023-12-29,2024-01-01,Cancelled
385,1011,2614,343.6,2024-08-01,2024-08-03,Completed
386,1009,2191,205.61,2024-10-31,2024-11-07,Cancelled
387,1009,3439,89.83,2024-07-19,2024-07-23,Cancelled
388,1014,3757,487.05,2024-03-20,2024-03-26,Completed
389,1005,3817,285.56,2023-08-24,2023-08-26,Processing
390,1018,3841,273.8,2023-02-17,2023-02-18,Completed
391,1011,3202,76.37,2023-07-03,2023-07-10,Cancelled
392,1011,3160,418.15,2023-03-20,2023-03-23,Cancelled
393,1010,3514,74.28,2024-11-24,2024-11-29,Completed
394,1009,2200,221.36,2024-05-27,2024-06-02,Completed
395,1014,2812,484.62,2023-12-15,2023-12-20,Processing
396,1016,3004,117.93,2023-01-31,2023-02-06,Cancelled
397,1019,2778,47.42,2024-03-18,2024-03-20,Processing
398,1018,2315,193.1,2023-09-10,2023-09-16,Shipped
399,1003,2010,471.77,2024-02-03,2024-02-06,Cancelled
400,1007,2178,97.76,2024-01-04,2024-01-11,Cancelled
401,1003,2053,49.36,2024-07-24,2024-07-29,Completed
402,1002,2788,11.11,2024-09-03,2024-09-08,Cancelled
403,1006,3145,453.08,2024-02-02,2024-02-09,Shipped
404,1008,2347,73.73,2024-08-08,2024-08-13,Processing
405,1007,2890,141.6,2023-10-02,2023-10-06,Processing
406,1018,3933,127.06,2024-05-10,2024-05-17,Cancelled
407,1003,2277,155.81,2024-08-31,2024-09-05,Cancelled
408,1010,3765,168.12,2023-12-07,2023-12-14,Processing
409,1019,3995,299.22,2024-03-16,2024-03-23,Processing
410,1011,2981,160.52,2023-11-25,2023-11-30,Cancelled
411,1019,3005,484.04,2023-11-23,2023-11-26,Shipped
412,1010,2804,185.68,2023-11-30,2023-12-04,Shipped
413,1010,3126,18.32,2024-08-29,2024-09-03,Cancelled
414,1002,3418,39.23,2023-08-03,2023-08-07,Cancelled
415,1018,2495,130.08,2024-11-20,2024-11-24,Shipped
416,1016,3224,242.22,2024-03-09,2024-03-16,Cancelled
417,1002,3416,212.06,2024-07-01,2024-07-06,Completed
418,1015,3216,320.9,2024-01-04,2024-01-10,Completed
419,1019,2727,87.34,2023-04-22,2023-04-29,Completed
420,1008,3980,377.58,2024-07-30,2024-08-05,Cancelled
421,1011,3045,374.69,2023-04-19,2023-04-20,Shipped
422,1010,3391,296.35,2024-04-01,2024-04-04,Shipped
423,1018,2851,460.67,2023-12-20,2023-12-21,Completed
424,1007,2713,159.39,2023-04-29,2023-05-06,Cancelled
425,1016,2199,221.89,2023-07-31,2023-08-05,Cancelled
426,1010,3455,61.97,2023-11-23,2023-11-24,Processing
427,1007,3904,492.03,2024-10-25,2024-10-26,Shipped
428,1017,3146,216.05,2024-06-12,2024-06-14,Cancelled
429,1007,2381,322.04,2023-08-26,2023-09-02,Cancelled
430,1006,2404,227.54,2024-02-10,2024-02-11,Cancelled
431,1011,2570,377.4,2024-02-03,2024-02-04,Completed
432,1015,2382,186.07,2024-08-14,2024-08-15,Shipped
433,1002,3002,266.22,2024-04-13,2024-04-14,Processing
434,1014,2233,177.22,2024-09-03,2024-09-07,Cancelled
435,1005,3639,152.24,2024-09-24,2024-09-26,Completed
436,1011,2625,62.89,2024-11-19,2024-11-21,Processing
437,1014,2282,289.53,2023-05-25,2023-05-30,Cancelled
438,1005,3882,324.4,2023-07-10,2023-07-14,Shipped
439,1007,2383,160.72,2024-07-22,2024-07-24,Cancelled
440,1009,2992,72.58,2024-09-26,2024-09-27,Cancelled
441,1008,3402,248.4,2024-07-29,2024-08-03,Cancelled
442,1009,3629,381.72,2024-05-15,2024-05-17,Processing
443,1018,2344,391.47,2023-02-03,2023-02-06,Cancelled
444,1003,2548,388.68,2024-07-16,2024-07-21,Processing
445,1010,3472,223.48,2024-07-09,2024-07-16,Shipped
446,1019,3538,127.53,2024-03-11,2024-03-12,Completed
447,1002,2178,222.34,2024-04-05,2024-04-08,Completed
448,1014,3411,178.56,2023-08-31,2023-09-02,Cancelled
449,1011,3666,107.44,2023-06-19,2023-06-24,Completed
450,1014,3103,88.35,2024-08-06,2024-08-09,Processing
451,1002,3053,492.82,2023-10-24,2023-10-29,Completed
452,1006,2121,496.28,2023-05-19,2023-05-26,Shipped
453,1017,3696,127.54,2023-05-16,2023-05-18,Cancelled
454,1018,3285,210.04,2024-05-16,2024-05-18,Cancelled
455,1010,2190,204.41,2023-03-19,2023-03-25,Processing
